0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
16.6137,11,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7433,0.7844,0.2565,359.2363,60.9406,268.5864,1,1,1	-0.7432,0.8294,0.2551,359.2363,60.9408,273.5409,1,1,1	-0.8083,0.7834,0.2204,1.4335,242.4845,91.0253,1,1,1	-0.8584,0.4268,0.2559,0.8036,242.5276,105.8744,1,1,1	-0.8413,0.1055,0.1651,0.1545,226.7804,88.0929,1,1,1	-0.9145,0.0164,0.2434,359.1884,226.8591,352.5931,1,1,1	-0.6783,0.7854,0.2926,354.9952,245.856,89.2583,1,1,1	-0.6926,0.4277,0.3336,356.082,259.4518,105.4835,1,1,1	-0.6669,0.1057,0.246,359.4579,280.283,90.1647,1,1,1	-0.648,0.0205,0.3547,1.4298,280.0945,348.9099,1,1,1	-0.7369,0.9774,0.2397,359.9661,61.6494,283.5373,1,1,1	-0.7408,1.106,0.2467,359.3762,62.4074,282.5469,1,1,1	-0.7447,1.2348,0.2513,359.3762,62.4074,267.5469,1,1,1	-0.7629,1.3271,0.2838,0.9497,74.0676,269.0131,1,1,1	-0.7678,1.2345,0.2393,292.4032,22.6427,129.8913,1,1,1	-0.8572,1.1671,0.1799,289.3526,289.5505,242.9304,1,1,1	-0.8671,0.9268,0.1275,296.8741,312.756,231.2183,1,1,1	-0.8823,0.7661,0.119,19.2876,347.1205,185.6311,1,1,1	-0.7217,1.235,0.2634,69.4499,105.3338,133.4131,1,1,1	-0.6245,1.1634,0.302,66.3949,191.2084,228.4553,1,1,1	-0.5648,0.9306,0.2493,62.8084,182.4816,229.4597,1,1,1	-0.5456,0.7702,0.2525,336.787,144.9389,190.2035,1,1,1
16.6679,11,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7395,0.784,0.256,359.4998,60.7903,268.7801,1,1,1	-0.7393,0.829,0.2548,359.4999,60.7905,273.7346,1,1,1	-0.8044,0.7833,0.2197,0.9024,242.0476,91.4624,1,1,1	-0.859,0.4273,0.2557,0.4038,242.5012,106.332,1,1,1	-0.8451,0.1056,0.1661,0.2172,227.1799,87.0113,1,1,1	-0.9165,0.0145,0.2437,359.3417,227.2639,352.0213,1,1,1	-0.6746,0.7846,0.2922,354.7506,246.2394,89.5212,1,1,1	-0.6907,0.4272,0.3341,355.681,260.0199,105.4,1,1,1	-0.668,0.1054,0.2455,359.4852,280.3417,90.0651,1,1,1	-0.649,0.02,0.354,1.4901,280.1431,348.6174,1,1,1	-0.7326,0.977,0.2401,359.8946,61.6562,283.8794,1,1,1	-0.737,1.1056,0.2478,359.4504,62.5981,282.8137,1,1,1	-0.7411,1.2343,0.253,359.4504,62.5981,267.8136,1,1,1	-0.7592,1.3265,0.286,1.0008,74.8394,269.3963,1,1,1	-0.7642,1.2341,0.241,292.6137,22.5618,130.2484,1,1,1	-0.8538,1.1668,0.1817,289.4723,289.9298,242.2896,1,1,1	-0.8633,0.9268,0.1284,296.9576,312.5479,230.8565,1,1,1	-0.8786,0.7662,0.1192,19.2549,346.5827,184.9366,1,1,1	-0.718,1.2346,0.265,69.4142,106.245,134.2362,1,1,1	-0.6208,1.1627,0.3031,66.2306,190.8379,227.6322,1,1,1	-0.5602,0.9304,0.249,62.7183,182.355,228.8816,1,1,1	-0.5402,0.77,0.2518,336.3396,145.1606,190.257,1,1,1
16.7447,11,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7356,0.7835,0.256,359.7187,60.8453,268.8339,1,1,1	-0.7353,0.8284,0.2549,359.7188,60.8455,273.7884,1,1,1	-0.8006,0.7831,0.2197,0.4512,241.9126,91.7732,1,1,1	-0.8587,0.4276,0.256,0.0317,242.648,106.7545,1,1,1	-0.8479,0.1054,0.1675,0.1818,227.5676,86.2777,1,1,1	-0.918,0.0129,0.2447,359.4111,227.6476,351.8819,1,1,1	-0.6707,0.7838,0.2922,354.4409,246.6364,89.7044,1,1,1	-0.6887,0.4266,0.3345,355.2701,260.565,105.3533,1,1,1	-0.6691,0.1048,0.245,359.5872,280.4717,90.045,1,1,1	-0.6496,0.0194,0.3534,1.6179,280.2672,348.4468,1,1,1	-0.7282,0.9765,0.2406,359.959,61.8163,284.1571,1,1,1	-0.7327,1.105,0.2489,359.6182,62.8949,283.0131,1,1,1	-0.7366,1.2338,0.2547,359.6182,62.8949,268.0131,1,1,1	-0.7545,1.3258,0.2882,1.2527,75.9779,270.0798,1,1,1	-0.7598,1.2336,0.2429,292.851,22.8603,130.3115,1,1,1	-0.8499,1.1667,0.1839,289.5419,289.9543,241.645,1,1,1	-0.8588,0.9268,0.1295,296.9012,311.9466,230.4029,1,1,1	-0.8745,0.7663,0.1197,18.4772,345.5074,182.3249,1,1,1	-0.7135,1.2339,0.2666,69.5122,107.384,135.1805,1,1,1	-0.6164,1.1615,0.3039,66.018,190.3244,226.5119,1,1,1	-0.5546,0.9299,0.2481,62.5878,182.1307,228.1427,1,1,1	-0.5337,0.7697,0.2503,335.677,145.3651,190.4472,1,1,1
16.7988,11,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7716,0,0.2362,0,333.8285,0,1,1,1	-0.7343,0.7832,0.257,359.7149,61.1928,268.8522,1,1,1	-0.7341,0.8282,0.256,359.7149,61.1931,273.8066,1,1,1	-0.7995,0.7829,0.2211,0.395,242.2698,91.5876,1,1,1	-0.8571,0.4272,0.2566,359.95,242.7315,106.5787,1,1,1	-0.8464,0.1053,0.167,0.0864,227.3772,87.0103,1,1,1	-0.9177,0.0142,0.2447,359.2697,227.4532,352.3564,1,1,1	-0.6692,0.7836,0.2928,354.2995,247.0387,89.641,1,1,1	-0.6876,0.4263,0.3345,355.0887,260.8975,105.4048,1,1,1	-0.6695,0.1044,0.245,359.6177,280.5437,90.0919,1,1,1	-0.6499,0.019,0.3535,1.6567,280.3391,348.4468,1,1,1	-0.727,0.9763,0.2416,0.3324,62.1399,283.9204,1,1,1	-0.7305,1.1048,0.2499,359.7967,63.1106,282.9581,1,1,1	-0.734,1.2336,0.2557,359.7967,63.1106,267.9581,1,1,1	-0.7514,1.3256,0.2894,1.6357,76.7874,270.4328,1,1,1	-0.7572,1.2335,0.244,292.9708,23.3866,129.9327,1,1,1	-0.8477,1.1669,0.1852,289.5703,290.1616,241.3248,1,1,1	-0.8566,0.9272,0.1303,296.8834,311.9683,230.2927,1,1,1	-0.8724,0.7666,0.1204,17.7373,345.3894,180.6621,1,1,1	-0.7108,1.2336,0.2676,69.7626,107.9605,135.5931,1,1,1	-0.6139,1.1607,0.3044,65.9056,190.0221,225.8198,1,1,1	-0.5514,0.9296,0.2476,62.5293,182.0461,227.7282,1,1,1	-0.53,0.7694,0.2495,335.1458,145.5045,190.8622,1,1,1
16.8505,11,1	-0.7729,0,0.2358,0,334.3872,0,1,1,1	-0.7729,0,0.2358,0,334.3872,0,1,1,1	-0.7729,0,0.2358,0,334.3872,0,1,1,1	-0.7729,0,0.2358,0,334.3872,0,1,1,1	-0.743,0.7822,0.2532,359.5178,61.2895,269.1944,1,1,1	-0.743,0.8271,0.2523,359.5178,61.2897,274.1489,1,1,1	-0.8082,0.7815,0.2174,2.9772,242.1186,91.4052,1,1,1	-0.8512,0.4248,0.2592,1.9979,237.9965,105.7644,1,1,1	-0.8209,0.1035,0.1731,0.1562,219.6437,88.8497,1,1,1	-0.9042,0.0158,0.2424,359.4826,219.6797,355.0229,1,1,1	-0.6778,0.7828,0.2889,356.0925,249.2124,91.0026,1,1,1	-0.687,0.4273,0.3431,356.8616,266.0027,105.6657,1,1,1	-0.6672,0.1057,0.2546,0.9275,287.4193,90.3043,1,1,1	-0.6328,0.0208,0.3597,2.3611,287.3246,352.1461,1,1,1	-0.7368,0.9753,0.2385,358.296,62.7665,283.9528,1,1,1	-0.7443,1.1038,0.2448,358.7478,64.6582,283.1487,1,1,1	-0.75,1.2325,0.2501,358.7478,64.6582,268.1487,1,1,1	-0.7681,1.3244,0.2837,1.5387,77.7577,271.2742,1,1,1	-0.7735,1.2319,0.239,292.3668,23.3081,131.797,1,1,1	-0.8645,1.1637,0.1831,290.9951,291.8192,241.7906,1,1,1	-0.8697,0.9241,0.127,298.56,313.7566,231.2156,1,1,1	-0.8817,0.7634,0.1154,18.7869,348.3872,182.3273,1,1,1	-0.7265,1.233,0.2613,68.5063,107.2407,133.1299,1,1,1	-0.6268,1.1629,0.296,67.4185,188.4076,222.9734,1,1,1	-0.5598,0.9321,0.2434,65.1646,182.9796,227.7062,1,1,1	-0.5379,0.7722,0.2523,337.8815,147.9868,187.6501,1,1,1
16.9021,11,1	-0.7772,0,0.2348,0,335.3683,0,1,1,1	-0.7772,0,0.2348,0,335.3683,0,1,1,1	-0.7772,0,0.2348,0,335.3683,0,1,1,1	-0.7772,0,0.2348,0,335.3683,0,1,1,1	-0.7579,0.7796,0.2471,359.3895,61.3538,269.5563,1,1,1	-0.7581,0.8246,0.2465,359.3895,61.354,274.5108,1,1,1	-0.8231,0.7788,0.2115,6.3036,241.5415,91.2704,1,1,1	-0.8479,0.4216,0.2619,4.5549,231.5423,104.9848,1,1,1	-0.7943,0.101,0.1853,0.5334,209.5445,90.0967,1,1,1	-0.8898,0.0157,0.2403,0.1605,209.5507,357.9818,1,1,1	-0.6926,0.7804,0.2828,358.3268,251.5415,92.7242,1,1,1	-0.6898,0.4281,0.3516,359.0508,271.1357,105.2163,1,1,1	-0.6658,0.1087,0.2592,3.1294,294.2613,89.5069,1,1,1	-0.6166,0.0224,0.3569,3.7793,294.2347,355.8156,1,1,1	-0.7527,0.9728,0.2333,355.4538,63.5156,284.0735,1,1,1	-0.7659,1.101,0.2371,357.2851,66.6867,283.3875,1,1,1	-0.7746,1.2295,0.2418,357.2851,66.6867,268.3875,1,1,1	-0.7938,1.3212,0.2755,0.9667,78.8066,271.9283,1,1,1	-0.7985,1.2282,0.2316,291.585,23.178,134.3153,1,1,1	-0.8901,1.1578,0.1796,292.7575,293.7383,242.345,1,1,1	-0.8906,0.9186,0.1215,300.6138,316.2356,232.2594,1,1,1	-0.8983,0.7578,0.1075,20.7715,353.1271,185.5508,1,1,1	-0.7507,1.2307,0.2521,66.5635,106.4174,129.896,1,1,1	-0.6472,1.1649,0.2838,69.5124,186.1397,218.8434,1,1,1	-0.5744,0.9345,0.2368,68.9718,184.485,227.9541,1,1,1	-0.5518,0.7757,0.2558,342.0834,150.7444,183.06,1,1,1
16.959,11,1	-0.7798,0,0.2346,0,336.392,0,1,1,1	-0.7798,0,0.2346,0,336.392,0,1,1,1	-0.7798,0,0.2346,0,336.392,0,1,1,1	-0.7798,0,0.2346,0,336.392,0,1,1,1	-0.7681,0.7765,0.2445,359.3938,61.9241,269.562,1,1,1	-0.7683,0.8214,0.2438,359.3938,61.9243,274.5165,1,1,1	-0.8337,0.7757,0.2095,8.3626,241.1054,91.356,1,1,1	-0.8479,0.4189,0.2664,6.1345,226.9778,104.3573,1,1,1	-0.7796,0.0994,0.1976,0.5654,202.9415,90.3222,1,1,1	-0.8811,0.0145,0.2415,0.3565,202.9425,359.1371,1,1,1	-0.7025,0.7772,0.2794,359.6813,253.0107,93.8075,1,1,1	-0.6919,0.4276,0.3568,0.4945,272.8701,103.2002,1,1,1	-0.6633,0.113,0.2524,4.9794,296.1184,86.9225,1,1,1	-0.6099,0.022,0.3434,4.8828,296.1231,357.4718,1,1,1	-0.7631,0.9697,0.2306,353.897,64.4386,283.7939,1,1,1	-0.7791,1.0975,0.2325,356.4247,68.2722,283.2682,1,1,1	-0.7893,1.226,0.2365,356.4247,68.2722,268.2682,1,1,1	-0.8089,1.3177,0.27,0.6227,80.1881,272.2108,1,1,1	-0.8135,1.2243,0.227,291.0475,24.2978,134.9946,1,1,1	-0.9061,1.1528,0.1783,293.6312,294.9125,242.5807,1,1,1	-0.9045,0.914,0.1191,301.5669,317.9072,232.8128,1,1,1	-0.9103,0.7532,0.1039,21.9418,356.7034,187.446,1,1,1	-0.7652,1.2276,0.2462,65.3414,105.7691,127.3737,1,1,1	-0.6591,1.1648,0.2755,70.8931,184.364,215.9319,1,1,1	-0.5827,0.9349,0.2324,71.5625,185.44,228.9111,1,1,1	-0.5603,0.777,0.2586,345.1262,151.2432,180.307,1,1,1
17.0336,11,1	-0.78,0,0.235,0,337.8184,0,1,1,1	-0.78,0,0.235,0,337.8184,0,1,1,1	-0.78,0,0.235,0,337.8184,0,1,1,1	-0.78,0,0.235,0,337.8184,0,1,1,1	-0.7747,0.7725,0.2437,359.5718,63.2262,269.2734,1,1,1	-0.7747,0.8175,0.2429,359.5719,63.2264,274.2279,1,1,1	-0.8411,0.7719,0.2102,9.4341,240.7034,91.654,1,1,1	-0.8507,0.4161,0.2718,6.9282,223.3247,103.3175,1,1,1	-0.7712,0.0986,0.2067,0.3895,198.4592,89.9395,1,1,1	-0.8753,0.013,0.2421,0.2551,198.4602,359.1772,1,1,1	-0.7083,0.7731,0.2772,0.7235,254.6855,96.0883,1,1,1	-0.693,0.4276,0.3691,1.8414,274.1345,98.8353,1,1,1	-0.6614,0.1229,0.2401,4.8563,298.3159,81.2762,1,1,1	-0.6084,0.022,0.3204,4.4161,298.3737,353.7985,1,1,1	-0.769,0.9656,0.2291,353.3766,65.9614,283.1399,1,1,1	-0.7854,1.0935,0.2296,355.9924,70.0244,282.7305,1,1,1	-0.796,1.2219,0.2325,355.9924,70.0244,267.7305,1,1,1	-0.8149,1.3139,0.2655,0.1935,81.7086,272.3892,1,1,1	-0.8205,1.2201,0.2237,290.4724,27.3477,133.884,1,1,1	-0.9149,1.1482,0.1792,293.6388,296.7628,242.5678,1,1,1	-0.9151,0.9093,0.1199,301.2658,319.5286,233.6574,1,1,1	-0.9212,0.7484,0.1064,22.5761,359.5823,188.0372,1,1,1	-0.7717,1.2237,0.2414,64.7558,105.1671,124.8529,1,1,1	-0.6638,1.1629,0.2685,71.899,184.8011,215.0208,1,1,1	-0.5868,0.9328,0.2276,73.1603,186.3492,229.9739,1,1,1	-0.565,0.7757,0.2583,346.5195,150.5465,178.9362,1,1,1
17.0862,11,1	-0.78,0,0.2375,0,338.7261,0,1,1,1	-0.78,0,0.2375,0,338.7261,0,1,1,1	-0.78,0,0.2375,0,338.7261,0,1,1,1	-0.78,0,0.2375,0,338.7261,0,1,1,1	-0.7766,0.7709,0.2456,359.7121,64.2891,269.0493,1,1,1	-0.7764,0.8159,0.2447,359.7121,64.2894,274.0038,1,1,1	-0.8436,0.7705,0.2133,9.3607,240.5129,91.596,1,1,1	-0.8537,0.4147,0.2744,6.8703,222.2757,102.6071,1,1,1	-0.7704,0.0987,0.2078,0.1833,197.878,89.6338,1,1,1	-0.8746,0.0125,0.2417,0.0717,197.8793,359.0007,1,1,1	-0.7096,0.7713,0.2779,0.5678,254.9126,97.91,1,1,1	-0.6978,0.4285,0.3801,2.1971,274.0995,96.6861,1,1,1	-0.6652,0.1291,0.2396,4.6674,299.4691,79.0068,1,1,1	-0.6126,0.0245,0.3153,4.5085,299.4988,349.9258,1,1,1	-0.7704,0.964,0.2305,353.6807,67.0934,282.8118,1,1,1	-0.7859,1.0919,0.2309,356.0694,71.0333,282.4281,1,1,1	-0.7961,1.2204,0.2333,356.0694,71.0332,267.428,1,1,1	-0.8141,1.3126,0.2663,0.0375,82.2239,272.2704,1,1,1	-0.8207,1.2186,0.225,290.3321,29.722,132.6393,1,1,1	-0.9164,1.147,0.1829,293.0135,298.2311,242.4408,1,1,1	-0.9205,0.9079,0.1247,300.2531,320.6399,234.3048,1,1,1	-0.928,0.7468,0.1141,21.8761,1.1867,187.5472,1,1,1	-0.7716,1.2222,0.2418,64.8291,105.2228,123.9821,1,1,1	-0.6633,1.1616,0.2678,71.8539,186.2334,215.7103,1,1,1	-0.5878,0.9312,0.2257,73.0186,187.2368,230.5798,1,1,1	-0.5663,0.7739,0.256,346.0826,150.6652,178.9186,1,1,1
17.1399,11,1	-0.7797,0,0.2436,0,339.6215,0,1,1,1	-0.7797,0,0.2436,0,339.6215,0,1,1,1	-0.7797,0,0.2436,0,339.6215,0,1,1,1	-0.7797,0,0.2436,0,339.6215,0,1,1,1	-0.7776,0.7706,0.2513,359.569,65.476,268.8129,1,1,1	-0.7774,0.8155,0.2502,359.5691,65.4763,273.7674,1,1,1	-0.8452,0.77,0.2204,8.8614,240.3073,91.298,1,1,1	-0.8573,0.4139,0.2783,6.4878,221.9762,101.7939,1,1,1	-0.7719,0.0995,0.2075,0.0779,198.5061,88.9091,1,1,1	-0.8747,0.0119,0.242,0.1989,198.5045,359.5957,1,1,1	-0.7099,0.7711,0.2821,359.7822,254.6651,98.8787,1,1,1	-0.7046,0.4296,0.3887,1.6731,272.6909,95.5715,1,1,1	-0.6717,0.1325,0.2434,4.7026,297.4054,79.1151,1,1,1	-0.6217,0.0281,0.3211,4.6744,297.4108,349.2784,1,1,1	-0.7718,0.9636,0.2351,354.57,68.3655,282.5558,1,1,1	-0.7853,1.0918,0.2361,356.4552,71.9798,282.2481,1,1,1	-0.7945,1.2203,0.2385,356.4552,71.9798,267.2481,1,1,1	-0.8113,1.3127,0.2717,0.0559,82.4845,272.2058,1,1,1	-0.8192,1.2187,0.2306,290.4769,32.2293,131.1862,1,1,1	-0.9164,1.1478,0.1906,291.8827,299.4828,242.0544,1,1,1	-0.9258,0.9085,0.1342,298.6975,321.6505,234.3531,1,1,1	-0.9361,0.7473,0.1273,20.6606,2.244,186.1601,1,1,1	-0.7698,1.2219,0.2466,65.1702,105.8424,123.8308,1,1,1	-0.6615,1.1608,0.2713,71.2222,188.2169,216.7514,1,1,1	-0.5884,0.9303,0.2256,72.172,188.3505,230.9623,1,1,1	-0.5671,0.7726,0.2533,344.894,151.2285,179.1959,1,1,1
17.19,11,1	-0.7788,0,0.2537,0,340.4088,0,1,1,1	-0.7788,0,0.2537,0,340.4088,0,1,1,1	-0.7788,0,0.2537,0,340.4088,0,1,1,1	-0.7788,0,0.2537,0,340.4088,0,1,1,1	-0.7775,0.7706,0.2606,359.3773,66.6735,268.7472,1,1,1	-0.7775,0.8156,0.2594,359.3774,66.6738,273.7017,1,1,1	-0.8458,0.7698,0.2312,8.1543,240.2584,91.2024,1,1,1	-0.8614,0.4137,0.2863,5.9136,222.2023,100.5449,1,1,1	-0.7737,0.102,0.2081,0.0015,199.6928,87.5817,1,1,1	-0.8738,0.0119,0.244,0.3722,199.6839,359.685,1,1,1	-0.7092,0.7714,0.2901,359.0901,255.5053,99.3183,1,1,1	-0.707,0.4303,0.3981,0.3596,272.5895,96.334,1,1,1	-0.6804,0.1305,0.2571,4.4754,295.3428,80.0399,1,1,1	-0.6331,0.0275,0.3382,4.532,295.3327,349.713,1,1,1	-0.7726,0.9636,0.2439,355.5578,69.5708,282.2955,1,1,1	-0.7838,1.092,0.2453,356.8696,72.7732,282.1312,1,1,1	-0.792,1.2206,0.248,356.8696,72.7732,267.1312,1,1,1	-0.8076,1.3131,0.2814,0.2893,82.0035,272.2729,1,1,1	-0.8168,1.2192,0.2403,290.7304,34.2203,129.9987,1,1,1	-0.9152,1.1492,0.2019,290.5961,299.2887,242.2627,1,1,1	-0.9291,0.9093,0.1484,296.9771,321.8054,233.9998,1,1,1	-0.9428,0.7484,0.145,19.3701,2.3881,184.2631,1,1,1	-0.7672,1.222,0.2557,65.6002,106.6786,124.0311,1,1,1	-0.6591,1.1602,0.2792,70.3795,190.2076,217.6294,1,1,1	-0.5886,0.9298,0.2289,70.9839,188.8174,230.4908,1,1,1	-0.567,0.7715,0.253,343.5047,151.5304,179.7934,1,1,1
17.2421,11,1	-0.7777,0,0.2676,0,341.2141,0,1,1,1	-0.7777,0,0.2676,0,341.2141,0,1,1,1	-0.7777,0,0.2676,0,341.2141,0,1,1,1	-0.7777,0,0.2676,0,341.2141,0,1,1,1	-0.777,0.771,0.2741,359.2997,68.1614,268.7048,1,1,1	-0.7771,0.8159,0.2729,359.2998,68.1616,273.6593,1,1,1	-0.846,0.7701,0.2465,7.2244,240.5664,91.5031,1,1,1	-0.8673,0.4145,0.3004,5.1208,222.8265,98.5576,1,1,1	-0.7759,0.1075,0.2107,359.6417,201.114,85.0204,1,1,1	-0.8715,0.0127,0.2469,0.3516,201.0772,359.0526,1,1,1	-0.708,0.7719,0.3018,358.1828,256.5248,99.1492,1,1,1	-0.7089,0.43,0.4075,358.6057,272.5046,99.0013,1,1,1	-0.6908,0.1232,0.2811,2.9699,293.4435,82.7814,1,1,1	-0.6469,0.0246,0.3694,3.112,293.4245,351.9673,1,1,1	-0.7727,0.964,0.2571,356.338,70.8824,282.1338,1,1,1	-0.7821,1.0925,0.259,357.2477,73.598,282.0474,1,1,1	-0.7894,1.2212,0.2618,357.2477,73.598,267.0473,1,1,1	-0.8039,1.3137,0.2955,0.7361,80.6477,272.4325,1,1,1	-0.8143,1.2199,0.2545,291.108,35.7883,129.0844,1,1,1	-0.9138,1.1508,0.2171,289.2191,298.3843,243.3251,1,1,1	-0.9321,0.9104,0.1678,295.1433,321.3638,233.9298,1,1,1	-0.949,0.7497,0.1682,17.5017,1.642,182.0725,1,1,1	-0.7645,1.2224,0.2692,65.9134,107.3685,124.0882,1,1,1	-0.6565,1.16,0.2915,69.3802,191.5257,218.078,1,1,1	-0.5882,0.9301,0.2363,69.3536,188.3081,229.4624,1,1,1	-0.5661,0.7711,0.2556,341.8475,151.1799,181.0308,1,1,1
17.2968,11,1	-0.7762,0,0.2811,0,342.0132,0,1,1,1	-0.7762,0,0.2811,0,342.0132,0,1,1,1	-0.7762,0,0.2811,0,342.0132,0,1,1,1	-0.7762,0,0.2811,0,342.0132,0,1,1,1	-0.7756,0.771,0.2875,359.2823,69.612,268.6151,1,1,1	-0.7757,0.816,0.2862,359.2824,69.6122,273.5696,1,1,1	-0.8453,0.7701,0.2616,6.0655,241.056,92.4742,1,1,1	-0.8754,0.4158,0.3174,4.2324,223.8877,95.9762,1,1,1	-0.7795,0.1152,0.2129,358.488,203.1432,81.3499,1,1,1	-0.8688,0.0141,0.2481,359.4049,203.0462,356.5826,1,1,1	-0.7059,0.772,0.3134,357.2269,257.2243,98.8783,1,1,1	-0.7107,0.4293,0.4163,356.9372,272.1744,102.6849,1,1,1	-0.7005,0.1144,0.3103,0.8787,292.085,86.5076,1,1,1	-0.6599,0.0224,0.4067,1.0705,292.0714,355.4169,1,1,1	-0.7717,0.964,0.27,356.7867,72.1003,282.1459,1,1,1	-0.7801,1.0926,0.2725,357.5482,74.4003,282.0428,1,1,1	-0.7867,1.2213,0.2756,357.5482,74.4003,267.0428,1,1,1	-0.8003,1.3139,0.3096,0.862,79.6877,272.5735,1,1,1	-0.8118,1.2202,0.2687,291.4806,37.1894,128.3892,1,1,1	-0.9122,1.1519,0.2324,287.8751,298.2512,244.3245,1,1,1	-0.9355,0.9111,0.1873,293.4041,321.4015,234.1651,1,1,1	-0.9553,0.7508,0.1917,15.1573,1.2182,180.1432,1,1,1	-0.7617,1.2224,0.2827,66.0379,107.974,124.0749,1,1,1	-0.6536,1.1598,0.3039,68.3767,192.3089,218.2989,1,1,1	-0.587,0.9305,0.2441,67.6055,187.8426,228.5654,1,1,1	-0.5646,0.7711,0.2583,340.0832,151.2043,182.3129,1,1,1
