0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
13.8878,11,1	0.8625,0,-0.3347,0,4.9808,0,1,1,1	0.8625,0,-0.3347,0,4.9808,0,1,1,1	0.8625,0,-0.3347,0,4.9808,0,1,1,1	0.8625,0,-0.3347,0,4.9808,0,1,1,1	0.8471,0.7709,-0.3226,2.5291,99.0913,267.8271,1,1,1	0.8487,0.8158,-0.3247,2.5292,99.0915,272.7816,1,1,1	0.7737,0.7742,-0.3109,5.4885,275.7307,93.2451,1,1,1	0.7776,0.4197,-0.2427,2.5122,255.8884,105.0035,1,1,1	0.7837,0.1001,-0.3371,0.2901,227.7409,90.4898,1,1,1	0.7095,0.0155,-0.2549,0.3165,227.7412,0.6393,1,1,1	0.9204,0.7676,-0.3344,1.6991,289.2208,97.4757,1,1,1	0.9934,0.425,-0.2613,355.4209,291.2487,81.6396,1,1,1	0.9267,0.1686,-0.4619,0.8073,294.7729,51.9741,1,1,1	0.9427,0.0334,-0.4319,359.9686,295.3627,327.7949,1,1,1	0.8523,0.9634,-0.3441,3.1684,96.4742,282.7783,1,1,1	0.86,1.092,-0.3386,2.1704,92.811,282.1907,1,1,1	0.8652,1.2207,-0.3338,2.1704,92.811,267.1907,1,1,1	0.8705,1.3132,-0.2974,358.4455,86.352,272.7453,1,1,1	0.8392,1.2217,-0.3324,292.1877,53.6807,128.9687,1,1,1	0.732,1.1543,-0.3384,292.4469,333.5856,218.2744,1,1,1	0.6835,0.9257,-0.4155,293.7897,338.4039,227.1675,1,1,1	0.6582,0.7661,-0.4118,20.3506,12.4498,178.9328,1,1,1	0.8911,1.2197,-0.335,69.1472,135.0581,132.4278,1,1,1	0.995,1.1489,-0.3512,67.7014,225.7681,242.3273,1,1,1	1.0171,0.9096,-0.4041,60.2301,204.7072,233.0702,1,1,1	1.029,0.7486,-0.4121,340.2545,168.0013,187.7599,1,1,1
13.9559,11,1	0.8631,0,-0.3198,0,0.0806,0,1,1,1	0.8631,0,-0.3198,0,0.0806,0,1,1,1	0.8631,0,-0.3198,0,0.0806,0,1,1,1	0.8631,0,-0.3198,0,0.0806,0,1,1,1	0.851,0.7753,-0.3103,2.0094,93.2206,267.7645,1,1,1	0.8525,0.8202,-0.3123,2.0095,93.2208,272.719,1,1,1	0.7768,0.7779,-0.3061,5.1731,271.1794,91.6547,1,1,1	0.7733,0.4212,-0.2475,2.2652,254.2393,105.5532,1,1,1	0.78,0.1002,-0.3393,0.3027,227.2224,90.4194,1,1,1	0.7051,0.0155,-0.2578,0.3393,227.2228,0.6265,1,1,1	0.9252,0.7727,-0.3145,359.4422,278.6432,95.9762,1,1,1	0.9688,0.4263,-0.2362,357.4409,281.1061,91.5735,1,1,1	0.955,0.1378,-0.4006,3.0687,290.4182,73.2847,1,1,1	0.9889,0.0244,-0.327,2.2161,290.6343,348.2842,1,1,1	0.8566,0.9679,-0.3313,2.302,91.2323,282.2461,1,1,1	0.8619,1.0965,-0.3262,2.0445,88.3967,281.8226,1,1,1	0.8664,1.2253,-0.3219,2.0445,88.3966,266.8226,1,1,1	0.8687,1.318,-0.2857,358.6389,84.2385,272.3633,1,1,1	0.8404,1.2262,-0.3225,291.7059,50.0751,128.3603,1,1,1	0.7342,1.1583,-0.3357,291.8482,328.5258,219.5806,1,1,1	0.6914,0.9285,-0.4128,293.5469,334.1537,227.6406,1,1,1	0.6662,0.769,-0.4099,20.0704,8.9211,180.3107,1,1,1	0.8924,1.2244,-0.3211,69.0831,128.839,130.6536,1,1,1	0.9978,1.1544,-0.3284,69.7531,222.7524,245.2198,1,1,1	1.0274,0.9135,-0.3695,62.8199,199.5333,234.8464,1,1,1	1.0403,0.7524,-0.3684,342.1766,161.0311,187.7618,1,1,1
14.013,11,1	0.8643,0,-0.3099,0,356.2878,0,1,1,1	0.8643,0,-0.3099,0,356.2878,0,1,1,1	0.8643,0,-0.3099,0,356.2878,0,1,1,1	0.8643,0,-0.3099,0,356.2878,0,1,1,1	0.8561,0.7773,-0.3013,1.7255,89.0238,267.8793,1,1,1	0.8575,0.8222,-0.303,1.7256,89.024,272.8338,1,1,1	0.7818,0.7795,-0.3025,4.5746,267.9195,90.6989,1,1,1	0.7714,0.4216,-0.2502,1.6527,253.0022,105.7086,1,1,1	0.7766,0.1004,-0.3421,0.3134,226.514,90.3683,1,1,1	0.7008,0.0156,-0.2615,0.3509,226.5143,0.5813,1,1,1	0.9304,0.775,-0.3,358.2711,271.8841,91.6675,1,1,1	0.9564,0.4214,-0.2429,357.0496,271.7933,104.1098,1,1,1	0.9681,0.1029,-0.3414,357.9764,282.6511,89.8062,1,1,1	0.9892,0.0171,-0.2336,356.9497,282.6021,5.6407,1,1,1	0.8622,0.9699,-0.3214,1.4899,87.252,281.9635,1,1,1	0.8654,1.0987,-0.3167,1.9024,84.8313,281.7933,1,1,1	0.8693,1.2274,-0.3122,1.9024,84.8313,266.7933,1,1,1	0.8691,1.3202,-0.276,359.0739,82.7706,272.0983,1,1,1	0.8433,1.2283,-0.3144,291.6517,46.8161,128.1804,1,1,1	0.7381,1.1603,-0.3338,291.4969,324.5737,220.2285,1,1,1	0.6999,0.93,-0.4116,293.3716,330.575,227.6515,1,1,1	0.6743,0.7705,-0.4099,19.9705,5.3066,180.6698,1,1,1	0.8952,1.2266,-0.3098,69.1205,124.7418,130.2773,1,1,1	1.0009,1.1566,-0.3101,70.7144,219.8733,246.9655,1,1,1	1.0343,0.9152,-0.344,64.2503,196.6414,236.4955,1,1,1	1.0461,0.7542,-0.3375,343.8199,157.3677,187.7113,1,1,1
14.0811,11,1	0.8644,0,-0.3099,0,351.6851,0,1,1,1	0.8644,0,-0.3099,0,351.6851,0,1,1,1	0.8644,0,-0.3099,0,351.6851,0,1,1,1	0.8644,0,-0.3099,0,351.6851,0,1,1,1	0.856,0.775,-0.3058,1.9616,84.8057,268.2374,1,1,1	0.8577,0.82,-0.3071,1.9617,84.8059,273.1919,1,1,1	0.782,0.7776,-0.3125,4.5952,266.1083,91.9316,1,1,1	0.7695,0.4213,-0.253,1.0682,252.2832,105.7982,1,1,1	0.7726,0.1005,-0.3452,0.3488,224.6894,90.3377,1,1,1	0.6943,0.0156,-0.2671,0.3082,224.6892,0.1073,1,1,1	0.93,0.7725,-0.299,357.1222,265.5199,91.7989,1,1,1	0.9424,0.4189,-0.2392,356.6047,265.0428,103.0853,1,1,1	0.9637,0.1023,-0.3414,357.5703,276.61,93.6687,1,1,1	0.9737,0.0241,-0.2265,356.3394,276.4544,10.718,1,1,1	0.8643,0.9678,-0.3241,2.1543,82.8741,282.9992,1,1,1	0.8683,1.0964,-0.3167,2.4164,80.2306,282.4288,1,1,1	0.8727,1.2251,-0.3103,2.4164,80.2306,267.4288,1,1,1	0.8702,1.3174,-0.2731,358.8842,79.5954,272.292,1,1,1	0.847,1.2261,-0.3146,292.6687,41.9114,128.384,1,1,1	0.743,1.1597,-0.3435,291.3977,322.8005,217.0393,1,1,1	0.7075,0.9309,-0.4269,293.1799,328.2218,225.0154,1,1,1	0.6791,0.7718,-0.4284,19.8977,0.4303,180.0413,1,1,1	0.8983,1.2239,-0.3058,68.8562,121.0745,131.5746,1,1,1	1.0036,1.1539,-0.2978,70.3832,212.8704,245.7374,1,1,1	1.041,0.9129,-0.3302,63.862,190.7323,236.9177,1,1,1	1.0513,0.7517,-0.3234,343.6723,151.3718,188.6417,1,1,1
14.1356,11,1	0.8655,0,-0.31,0,348.1706,0,1,1,1	0.8655,0,-0.31,0,348.1706,0,1,1,1	0.8655,0,-0.31,0,348.1706,0,1,1,1	0.8655,0,-0.31,0,348.1706,0,1,1,1	0.8604,0.7742,-0.3091,1.2934,81.1768,268.3608,1,1,1	0.8617,0.8192,-0.3104,1.2935,81.177,273.3153,1,1,1	0.787,0.7759,-0.3205,4.3079,264.8806,93.3852,1,1,1	0.7706,0.4216,-0.2526,0.3455,253.2709,106.2875,1,1,1	0.7673,0.1006,-0.3433,0.3886,225.3073,90.2703,1,1,1	0.6901,0.0156,-0.2644,0.3312,225.3072,359.9448,1,1,1	0.9339,0.7725,-0.2977,354.8674,257.3203,90.8665,1,1,1	0.9252,0.4175,-0.2454,353.0739,248.3923,102.5091,1,1,1	0.9581,0.1018,-0.3473,354.4445,253.9352,95.6135,1,1,1	0.9185,0.0278,-0.236,353.232,253.7397,12.6031,1,1,1	0.8676,0.967,-0.3268,3.163,79.3369,284.6931,1,1,1	0.8726,1.0953,-0.3151,2.853,76.476,283.1949,1,1,1	0.8771,1.2238,-0.3065,2.853,76.476,268.1949,1,1,1	0.8726,1.3156,-0.2682,358.7502,77.3434,272.7642,1,1,1	0.8518,1.2251,-0.3125,293.6716,38.9304,128.1275,1,1,1	0.7488,1.1604,-0.348,291.6566,321.6913,214.0141,1,1,1	0.7163,0.9334,-0.4372,293.2728,326.0515,221.992,1,1,1	0.6856,0.7748,-0.4432,20.3004,354.7238,178.974,1,1,1	0.9024,1.2225,-0.3003,68.5882,119.5303,133.9049,1,1,1	1.0068,1.152,-0.2865,69.7572,208.0257,245.6862,1,1,1	1.0456,0.911,-0.3181,63.0108,185.489,237.3013,1,1,1	1.0545,0.7498,-0.3127,343.1205,145.53,190.1442,1,1,1
14.1896,11,1	0.8681,0,-0.3106,0,345.9396,0,1,1,1	0.8681,0,-0.3106,0,345.9396,0,1,1,1	0.8681,0,-0.3106,0,345.9396,0,1,1,1	0.8681,0,-0.3106,0,345.9396,0,1,1,1	0.8658,0.7738,-0.3146,1.3855,78.2615,269.3654,1,1,1	0.867,0.8188,-0.315,1.3855,78.2617,274.3199,1,1,1	0.793,0.7756,-0.3297,3.7321,264.2212,95.1897,1,1,1	0.771,0.4238,-0.2513,0.2176,256.4805,107.9423,1,1,1	0.7599,0.1006,-0.3329,0.42,230.548,90.2469,1,1,1	0.6902,0.0155,-0.2472,0.369,230.5479,359.9575,1,1,1	0.9386,0.772,-0.2995,351.8302,250.876,89.6701,1,1,1	0.9086,0.416,-0.2616,349.4597,236.7298,103.4419,1,1,1	0.9417,0.0993,-0.3617,355.0585,238.473,96.1439,1,1,1	0.8743,0.0263,-0.2639,353.9031,238.2792,12.8095,1,1,1	0.8735,0.967,-0.3286,4.2147,77.124,286.5902,1,1,1	0.8794,1.0946,-0.3119,3.3564,74.5214,284.2102,1,1,1	0.884,1.223,-0.3007,3.3564,74.5214,269.2102,1,1,1	0.8786,1.314,-0.2608,358.193,77.1658,272.8185,1,1,1	0.859,1.2245,-0.3075,294.6164,37.4155,128.4638,1,1,1	0.7562,1.1612,-0.3462,291.7667,323.2163,211.1054,1,1,1	0.7225,0.9357,-0.4389,293.6055,327.7269,219.0625,1,1,1	0.6897,0.7778,-0.4481,20.3126,353.7981,177.8832,1,1,1	0.9091,1.2214,-0.2937,67.989,118.5117,135.4313,1,1,1	1.0131,1.1511,-0.2764,68.6185,204.0759,244.9877,1,1,1	1.0526,0.9106,-0.3105,61.5915,181.8234,237.5312,1,1,1	1.0607,0.7493,-0.3085,342.5099,141.6997,190.7845,1,1,1
14.2417,11,1	0.8992,0,-0.3013,0,345.9396,0,1,1,1	0.8992,0,-0.3013,0,345.9396,0,1,1,1	0.8992,0,-0.3013,0,345.9396,0,1,1,1	0.8992,0,-0.3013,0,345.9396,0,1,1,1	0.8981,0.777,-0.3083,1.4836,80.0107,271.3754,1,1,1	0.8991,0.822,-0.3071,1.4837,80.011,276.3299,1,1,1	0.8249,0.7789,-0.3212,0.5587,256.2751,96.19,1,1,1	0.7718,0.4296,-0.2452,0.0193,243.0697,110.4129,1,1,1	0.7725,0.1032,-0.3152,359.2118,219.9183,92.5399,1,1,1	0.6846,0.0227,-0.2431,359.7109,219.9528,5.3766,1,1,1	0.9713,0.7751,-0.2954,350.0573,258.8113,88.4861,1,1,1	0.9371,0.4178,-0.263,350.0928,261.8303,104.4187,1,1,1	0.927,0.0983,-0.3622,357.1119,275.282,92.6555,1,1,1	0.9335,0.0181,-0.2484,356.282,275.209,7.3856,1,1,1	0.9045,0.9705,-0.3157,8.2826,78.3148,287.4293,1,1,1	0.9191,1.097,-0.2956,4.7413,73.8406,285.348,1,1,1	0.9259,1.2249,-0.2809,4.7413,73.8406,270.348,1,1,1	0.9215,1.315,-0.2388,358.8051,72.4795,273.0395,1,1,1	0.901,1.227,-0.2881,296.988,36.8985,127.9669,1,1,1	0.7972,1.1678,-0.3303,288.9828,324.819,210.4912,1,1,1	0.7547,0.9403,-0.414,289.4797,326.6414,220.9743,1,1,1	0.7174,0.7831,-0.4122,15.8235,353.552,178.0659,1,1,1	0.9508,1.2227,-0.2737,68.334,122.5784,140.6734,1,1,1	1.053,1.1497,-0.2569,65.0797,205.0217,245.296,1,1,1	1.0854,0.9104,-0.3046,57.5279,182.58,237.1983,1,1,1	1.0935,0.7493,-0.3142,338.9069,141.3705,192.7709,1,1,1
14.2941,11,1	0.9138,0,-0.2936,0,345.9396,0,1,1,1	0.9138,0,-0.2936,0,345.9396,0,1,1,1	0.9138,0,-0.2936,0,345.9396,0,1,1,1	0.9138,0,-0.2936,0,345.9396,0,1,1,1	0.9189,0.78,-0.2936,1.0266,80.472,271.0642,1,1,1	0.9196,0.825,-0.2928,1.0267,80.4723,276.0187,1,1,1	0.8456,0.7814,-0.3059,357.4768,246.3786,96.3248,1,1,1	0.7628,0.4347,-0.247,358.0577,219.1241,111.9258,1,1,1	0.7781,0.1082,-0.3139,357.493,189.5842,94.1618,1,1,1	0.6632,0.031,-0.2979,358.3662,189.6862,9.1453,1,1,1	0.9922,0.7787,-0.2813,348.0411,262.5369,86.3612,1,1,1	0.9491,0.4202,-0.2615,351.288,281.2669,103.8653,1,1,1	0.9126,0.1001,-0.3563,358.8754,307.562,90.4878,1,1,1	0.9788,0.0155,-0.2675,358.6871,307.5586,1.556,1,1,1	0.9239,0.9735,-0.3024,9.4137,78.0704,286.2147,1,1,1	0.9415,1.1,-0.2843,5.7611,73.4596,284.7662,1,1,1	0.9508,1.2278,-0.2702,5.7611,73.4596,269.7662,1,1,1	0.9479,1.3181,-0.2286,0.275,67.316,273.4341,1,1,1	0.9259,1.2303,-0.2776,297.747,37.283,126.1236,1,1,1	0.8219,1.1733,-0.3221,287.4001,323.2971,212.9311,1,1,1	0.7771,0.9436,-0.3983,286.645,318.3362,229.3198,1,1,1	0.7406,0.7867,-0.3863,11.2372,350.402,177.9224,1,1,1	0.9756,1.2251,-0.2628,69.5719,126.07,143.9777,1,1,1	1.0757,1.149,-0.2471,63.3036,206.7364,244.3899,1,1,1	1.104,0.9112,-0.3036,55.1815,184.1219,235.4662,1,1,1	1.1137,0.7507,-0.3203,335.4212,142.7881,193.9197,1,1,1
14.348,11,1	0.8823,0,-0.305,0,345.9396,0,1,1,1	0.8823,0,-0.305,0,345.9396,0,1,1,1	0.8823,0,-0.305,0,345.9396,0,1,1,1	0.8823,0,-0.305,0,345.9396,0,1,1,1	0.9022,0.7805,-0.2989,0.5929,78.2004,269.94,1,1,1	0.9027,0.8255,-0.299,0.5929,78.2007,274.8945,1,1,1	0.8294,0.7813,-0.3141,358.3575,249.5702,94.6514,1,1,1	0.7586,0.4315,-0.2584,357.949,232.7108,109.2338,1,1,1	0.7666,0.1079,-0.3395,356.7502,208.6845,90.2041,1,1,1	0.6675,0.0229,-0.2908,356.9332,208.6868,1.2418,1,1,1	0.975,0.7798,-0.2837,350.3505,262.6122,87.8339,1,1,1	0.9453,0.4215,-0.2529,352.6836,280.4877,104.0247,1,1,1	0.9179,0.1015,-0.3486,359.2106,304.215,90.3983,1,1,1	0.9791,0.0168,-0.2564,359.9521,304.1929,356.1902,1,1,1	0.9069,0.9739,-0.3115,6.1491,76.7297,285.1841,1,1,1	0.9176,1.1015,-0.2969,3.6315,74.099,284.0734,1,1,1	0.9229,1.2298,-0.2858,3.6315,74.099,269.0734,1,1,1	0.9176,1.3209,-0.2461,0.8555,75.3947,272.3094,1,1,1	0.8979,1.2314,-0.2928,296.1236,36.5464,127.354,1,1,1	0.795,1.1711,-0.3358,287.9965,315.2062,223.5042,1,1,1	0.7591,0.9373,-0.4039,290.9293,320.3045,229.2951,1,1,1	0.7306,0.7783,-0.3997,13.7068,352.1617,178.0098,1,1,1	0.9478,1.2281,-0.2786,69.8476,124.0627,141.1429,1,1,1	1.0485,1.1529,-0.2628,64.1417,204.7865,236.7371,1,1,1	1.0859,0.9177,-0.325,57.3197,188.5331,232.5044,1,1,1	1.0991,0.7572,-0.3377,334.5877,148.523,193.5257,1,1,1
14.3991,11,1	0.872,0,-0.3068,0,345.9396,0,1,1,1	0.872,0,-0.3068,0,345.9396,0,1,1,1	0.872,0,-0.3068,0,345.9396,0,1,1,1	0.872,0,-0.3068,0,345.9396,0,1,1,1	0.9003,0.781,-0.2965,0.3714,76.7608,269.395,1,1,1	0.9008,0.826,-0.297,0.3714,76.7611,274.3495,1,1,1	0.8279,0.7815,-0.3135,359.3242,252.5468,93.0125,1,1,1	0.7687,0.4286,-0.262,358.4013,242.1339,107.6089,1,1,1	0.7699,0.1067,-0.3503,357.5701,220.6806,89.0585,1,1,1	0.6851,0.0195,-0.2823,357.3528,220.6865,357.8249,1,1,1	0.9727,0.7806,-0.2794,351.6983,262.1195,88.4681,1,1,1	0.9506,0.4225,-0.2438,353.4665,278.9677,104.3284,1,1,1	0.9303,0.1021,-0.3391,359.5249,301.1227,90.4153,1,1,1	0.9869,0.0174,-0.244,0.7456,301.0575,353.4779,1,1,1	0.905,0.9742,-0.3109,4.0581,76.1001,284.1744,1,1,1	0.9116,1.1024,-0.2995,2.4261,74.8706,283.4379,1,1,1	0.9148,1.231,-0.2905,2.4261,74.8706,268.4378,1,1,1	0.9084,1.3227,-0.2522,1.4273,80.7236,271.6174,1,1,1	0.8896,1.2321,-0.2972,295.0157,37.0974,127.5852,1,1,1	0.7871,1.1698,-0.3379,288.356,311.2339,229.597,1,1,1	0.7555,0.9338,-0.4003,293.0861,322.1687,229.5727,1,1,1	0.731,0.7741,-0.3997,14.5545,354.3419,178.1233,1,1,1	0.9399,1.2299,-0.2837,70.2163,122.9833,139.1778,1,1,1	1.0409,1.1549,-0.2682,64.8547,204.3435,232.2867,1,1,1	1.0826,0.9214,-0.3335,59.1728,191.3921,230.3145,1,1,1	1.099,0.7609,-0.3429,334.1513,152.7029,192.6088,1,1,1
14.4541,11,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.904,0.7815,-0.2935,0.3222,75.7457,269.0943,1,1,1	0.9045,0.8265,-0.2943,0.3223,75.7459,274.0488,1,1,1	0.832,0.7819,-0.3118,0.3366,255.6517,91.4454,1,1,1	0.784,0.4263,-0.265,358.8949,249.5293,106.723,1,1,1	0.7782,0.1049,-0.3565,358.4677,228.7118,88.8562,1,1,1	0.705,0.0173,-0.2766,358.009,228.7314,356.2517,1,1,1	0.9761,0.7811,-0.2752,352.7242,261.507,88.8515,1,1,1	0.9597,0.4232,-0.2365,354.1208,277.31,104.6082,1,1,1	0.9459,0.1024,-0.3312,359.8668,298.3882,90.4232,1,1,1	0.9984,0.0177,-0.2338,1.4085,298.2813,351.6486,1,1,1	0.9091,0.9746,-0.3089,2.3167,75.8473,283.284,1,1,1	0.9123,1.1032,-0.3004,1.5071,75.7794,282.8341,1,1,1	0.914,1.2319,-0.2932,1.5071,75.7794,267.8341,1,1,1	0.907,1.324,-0.2561,1.983,85.1739,270.8091,1,1,1	0.8887,1.2325,-0.2995,294.0559,38.1964,127.4767,1,1,1	0.7861,1.1687,-0.3376,288.6122,308.6943,234.3543,1,1,1	0.7572,0.9311,-0.3949,294.5099,324.0187,230.0432,1,1,1	0.7356,0.771,-0.3961,14.8702,356.7027,178.8921,1,1,1	0.9392,1.2312,-0.2868,70.5873,122.1406,137.3695,1,1,1	1.0404,1.1564,-0.2719,65.4308,204.3243,229.0394,1,1,1	1.0848,0.924,-0.3396,60.8413,193.8558,228.7394,1,1,1	1.1038,0.7637,-0.346,333.935,156.4365,191.6082,1,1,1
14.5068,11,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.9067,0.7818,-0.2919,0.301,75.423,268.9529,1,1,1	0.9071,0.8268,-0.2928,0.301,75.4233,273.9074,1,1,1	0.8347,0.7822,-0.3106,1.044,257.7014,90.3502,1,1,1	0.7941,0.4248,-0.2677,359.3959,253.8502,106.3804,1,1,1	0.7847,0.1033,-0.3597,359.1015,233.2101,88.989,1,1,1	0.7186,0.0159,-0.2736,358.5151,233.2376,355.6585,1,1,1	0.9786,0.7814,-0.2732,353.4704,261.1678,89.0873,1,1,1	0.9664,0.4236,-0.2325,354.6357,275.9628,104.8876,1,1,1	0.9578,0.1025,-0.3262,0.1376,296.3478,90.3627,1,1,1	1.0071,0.0176,-0.2272,1.8699,296.2093,350.4915,1,1,1	0.9118,0.9749,-0.3077,1.2705,76.0095,282.7148,1,1,1	0.9131,1.1036,-0.301,0.9168,76.6091,282.4283,1,1,1	0.9138,1.2323,-0.2951,0.9168,76.6091,267.4283,1,1,1	0.9067,1.3247,-0.2587,2.5569,88.7264,270.0169,1,1,1	0.8885,1.2327,-0.3011,293.4063,39.1884,127.3762,1,1,1	0.7856,1.1679,-0.3369,288.667,307.2459,237.348,1,1,1	0.7581,0.9293,-0.3905,295.2307,325.5863,230.0942,1,1,1	0.7376,0.769,-0.3928,14.715,358.5449,179.2216,1,1,1	0.9391,1.2319,-0.289,70.8742,121.7315,136.153,1,1,1	1.0405,1.1573,-0.2748,65.5495,204.1705,227.2099,1,1,1	1.0861,0.9257,-0.3445,61.8572,195.5951,228.7177,1,1,1	1.1057,0.7653,-0.3488,334.1736,158.1573,191.7023,1,1,1
14.5574,11,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.8702,0,-0.3068,0,345.9396,0,1,1,1	0.907,0.782,-0.2913,0.2679,75.5908,268.8888,1,1,1	0.9075,0.8269,-0.2922,0.268,75.591,273.8433,1,1,1	0.835,0.7823,-0.3098,1.5889,259.3011,89.6403,1,1,1	0.7998,0.4238,-0.2695,359.758,256.3948,106.2241,1,1,1	0.7885,0.1022,-0.3614,359.5252,235.4306,89.2092,1,1,1	0.7261,0.0152,-0.2721,358.8282,235.4643,355.2503,1,1,1	0.979,0.7816,-0.2728,353.9918,261.0638,89.2343,1,1,1	0.9698,0.4239,-0.2307,355.0381,274.9939,105.1486,1,1,1	0.9651,0.1024,-0.3232,0.2858,295.0216,90.2747,1,1,1	1.0123,0.0174,-0.2233,2.1167,294.8632,349.8332,1,1,1	0.9121,0.975,-0.3074,0.8281,76.3931,282.4067,1,1,1	0.9126,1.1038,-0.3016,0.6059,77.2628,282.1431,1,1,1	0.9128,1.2326,-0.2964,0.6059,77.2628,267.1431,1,1,1	0.9057,1.3252,-0.2606,2.8599,91.1029,269.5635,1,1,1	0.8874,1.2328,-0.3021,293.0113,40.0349,127.1991,1,1,1	0.7844,1.1674,-0.3363,288.5467,306.3509,239.0917,1,1,1	0.7571,0.9282,-0.3874,295.4089,326.402,229.9985,1,1,1	0.7368,0.7679,-0.3899,14.7134,359.4201,179.4942,1,1,1	0.9382,1.2323,-0.2906,71.1343,121.5808,135.4067,1,1,1	1.0396,1.1576,-0.2769,65.5106,204.291,226.4336,1,1,1	1.0853,0.9264,-0.348,62.5537,197.1971,229.5569,1,1,1	1.1043,0.7659,-0.3504,334.5963,158.9365,192.2408,1,1,1
